Type,Group,item,inference,answer,condition_name,condition,dialog1,dialog2,dialog3,answer1,answer2,
exp,A,6,a,Prob,aProb_6,Trouble,I saw Lola leaving the Dean’s office looking really upset.,I heard she was involved in that incident at the library last week.,"Well, if she was involved in that incident at the library, ...",... she probably was reported to the Office of Student Conduct.,... she must have been reported to OSC.,
filler,A,1027,i,,filler_i,safety helmets,"At my dad’s engineering firm, employees without safety helmets are suspended.","Oh, my brother-in-law works at another engineering firm, and he got caught not wearing his helmet last week.","Well, if he got caught without his helmet, ...",... he was suspended.,... he will have been suspended.,bare / will
filler,A,1026,i,,filler_i,lacrosse woes,"On my university lacrosse team, scholarship athletes who miss 4+ practices without approval are put on academic probation.","Oh, my roommate is a lacrosse scholarship athlete at another university, and last year he missed over 4 practices to hang out with his girlfriend.","Well, if he missed that many practices, ...",... he was put on academic probation.,... he has to have been put on academic probation.,bare / have to
filler,A,1025,i,,filler_i,gen ed ,"At my sister’s university, undergrads must finish their general education requirements to join the study abroad program.","Oh, my friend Jenna is an undergrad at another university, and she recently got accepted into her study abroad program.","Well, if she got accepted into the study abroad program, ...",... she will have completed all her gen ed requirements.,... she has to have completed all her gen ed requirements.,will / have to
filler,A,1024,a,,filler_a,team-building,Chris was demoted last week after the audit.,I heard he used up the entire employee engagement budget in under 9 months.,"Well, if he spent the entire employee engagement budget so quickly, ...",... it triggered an automatic review.,... it will have triggered an automatic review.,bare / will
filler,A,1023,a,,filler_a,Overtime,Luke’s been coming home really late this week.,I heard he's working on a big project at work.,"Well, if he's got a big project, ...",... he's been pulling overtime. ,... he has to have been pulling overtime.,bare / have to
filler,A,1022,a,,filler_a,pharma inspection,Bob’s employees had to work late in the lab yesterday.,I heard the lab he manages is being considered for a Humane Research Facility Certification.,"Well, if his lab is up for a Humane Research Facility Certification, ...",... his lab will have been subject to a surprise animal wellfare inspection yesterday.,... his lab has to have been subject to an animal wellfare inspection yesterday. ,will / have to
filler,B,1027,i,,filler_i,safety helmets,"At my dad’s engineering firm, employees without safety helmets are suspended.","Oh, my brother-in-law works at another engineering firm, and he got caught not wearing his helmet last week.","Well, if he got caught without his helmet, ...",... he was suspended.,... he will have been suspended.,bare / will
filler,B,1026,i,,filler_i,lacrosse woes,"On my university lacrosse team, scholarship athletes who miss 4+ practices without approval are put on academic probation.","Oh, my roommate is a lacrosse scholarship athlete at another university, and last year he missed over 4 practices to hang out with his girlfriend.","Well, if he missed that many practices, ...",... he was put on academic probation.,... he has to have been put on academic probation.,bare / have to
filler,B,1025,i,,filler_i,gen ed ,"At my sister’s university, undergrads must finish their general education requirements to join the study abroad program.","Oh, my friend Jenna is an undergrad at another university, and she recently got accepted into her study abroad program.","Well, if she got accepted into the study abroad program, ...",... she will have completed all her gen ed requirements.,... she has to have completed all her gen ed requirements.,will / have to
filler,B,1024,a,,filler_a,team-building,Chris was demoted last week after the audit.,I heard he used up the entire employee engagement budget in under 9 months.,"Well, if he spent the entire employee engagement budget so quickly, ...",... it triggered an automatic review.,... it will have triggered an automatic review.,bare / will
filler,B,1023,a,,filler_a,Overtime,Luke’s been coming home really late this week.,I heard he's working on a big project at work.,"Well, if he's got a big project, ...",... he's been pulling overtime. ,... he has to have been pulling overtime.,bare / have to
filler,B,1022,a,,filler_a,pharma inspection,Bob’s employees had to work late in the lab yesterday.,I heard the lab he manages is being considered for a Humane Research Facility Certification.,"Well, if his lab is up for a Humane Research Facility Certification, ...",... his lab will have been subject to a surprise animal wellfare inspection yesterday.,... his lab has to have been subject to an animal wellfare inspection yesterday. ,will / have to
filler,C,1027,i,,filler_i,safety helmets,"At my dad’s engineering firm, employees without safety helmets are suspended.","Oh, my brother-in-law works at another engineering firm, and he got caught not wearing his helmet last week.","Well, if he got caught without his helmet, ...",... he was suspended.,... he will have been suspended.,bare / will
filler,C,1026,i,,filler_i,lacrosse woes,"On my university lacrosse team, scholarship athletes who miss 4+ practices without approval are put on academic probation.","Oh, my roommate is a lacrosse scholarship athlete at another university, and last year he missed over 4 practices to hang out with his girlfriend.","Well, if he missed that many practices, ...",... he was put on academic probation.,... he has to have been put on academic probation.,bare / have to
filler,C,1025,i,,filler_i,gen ed ,"At my sister’s university, undergrads must finish their general education requirements to join the study abroad program.","Oh, my friend Jenna is an undergrad at another university, and she recently got accepted into her study abroad program.","Well, if she got accepted into the study abroad program, ...",... she will have completed all her gen ed requirements.,... she has to have completed all her gen ed requirements.,will / have to
filler,C,1024,a,,filler_a,team-building,Chris was demoted last week after the audit.,I heard he used up the entire employee engagement budget in under 9 months.,"Well, if he spent the entire employee engagement budget so quickly, ...",... it triggered an automatic review.,... it will have triggered an automatic review.,bare / will
filler,C,1023,a,,filler_a,Overtime,Luke’s been coming home really late this week.,I heard he's working on a big project at work.,"Well, if he's got a big project, ...",... he's been pulling overtime. ,... he has to have been pulling overtime.,bare / have to
filler,C,1022,a,,filler_a,pharma inspection,Bob’s employees had to work late in the lab yesterday.,I heard the lab he manages is being considered for a Humane Research Facility Certification.,"Well, if his lab is up for a Humane Research Facility Certification, ...",... his lab will have been subject to a surprise animal wellfare inspection yesterday.,... his lab has to have been subject to an animal wellfare inspection yesterday. ,will / have to
check,A,2001,d,,check_1d,check_1d,The metro closes at 3 a.m. and only reopens at 5 a.m.,"Oh, I walked past a metro station last night at 2 a.m.","Well, if it was 2 a.m., ...",... the metro was open. ,... the metro was closed. ,answer1
check,A,2002,d,,check_2d,check_2d,Robots must finish the obstacle course in under 5 minutes to qualify for the robotics competition.,"Oh, my friend entered that competition, and I know her robot finished the course in 7 minutes.","Well, if her robot took 7 minutes, ...",... she will qualify for the competition.,... she will be disqualified from the competition.,answer2
check,A,2003,d,,check_3d,check_3d,You need at least 80% on the final exam to pass the driving test.,"Oh, my cousin took the test last week and scored 75%.","Well, if he scored 75%, ...",... he failed the test.,... he passed the test.,answer1
check,A,2004,d,,check_4d,check_4d,The machine is on whenever the power light is blue.,"Oh, I just checked, and the power light is blue.","Well, if the power switch is blue, ...",... the machine is off.,... the machine is on.,answer2
check,B,2001,d,,check_1d,check_1d,The metro closes at 3 a.m. and only reopens at 5 a.m.,"Oh, I walked past a metro station last night at 2 a.m.","Well, if was 2 a.m., ...",... the metro was open. ,... the metro was closed. ,answer1
check,B,2002,d,,check_2d,check_2d,Robots must finish the obstacle course in under 5 minutes to qualify for the robotics competition.,"Oh, my friend entered that competition, and I know her robot finished the course in 7 minutes.","Well, if her robot took 7 minutes, ...",... she will qualify for the competition.,... she will be disqualified from the competition.,answer2
check,B,2003,d,,check_3d,check_3d,You need at least 80% on the final exam to pass the driving test.,"Oh, my cousin took the test last week and scored 75%.","Well, if he scored 75%, ...",... he failed the test.,... he passed the test.,answer1
check,B,2004,d,,check_4d,check_4d,The machine is on whenever the power light is blue.,"Oh, I just checked, and the power light is blue.","Well, if the power switch is blue, ...",... the machine is off.,... the machine is on.,answer2
check,C,2001,d,,check_1d,check_1d,The metro closes at 3 a.m. and only reopens at 5 a.m.,"Oh, I walked past a metro station last night at 2 a.m.","Well, if it was 2 a.m., ...",... the metro was open. ,... the metro was closed. ,answer1
check,C,2002,d,,check_2d,check_2d,Robots must finish the obstacle course in under 5 minutes to qualify for the robotics competition.,"Oh, my friend entered that competition, and I know her robot finished the course in 7 minutes.","Well, if her robot took 7 minutes, ...",... she will qualify for the competition.,... she will be disqualified from the competition.,answer2
check,C,2003,d,,check_3d,check_3d,You need at least 80% on the final exam to pass the driving test.,"Oh, my cousin took the test last week and scored 75%.","Well, if he scored 75%, ...",... he failed the test.,... he passed the test.,answer1
check,C,2004,d,,check_4d,check_4d,The machine is on whenever the power light is blue.,"Oh, I just checked, and the power light is blue.","Well, if the power switch is blue, ...",... the machine is off.,... the machine is on.,answer2
